STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
1,2021/1/1,01:50:00,2021,January,Friday,Based on C/W on Scene,APP,SGT,42,POM,42,Y,I,P,PSB,0,CPW,2,Y,NaN,N,Y,ASSAULT,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,APP NORMAL,40,MALE,BLACK,6.2,200,THN,BRO,BLD,NaN,42,B,2C,850 JENNINGS ST,JENNINGS ST,1013737,242476,PBBX,BRONX
2,2021/1/1,10:55:00,2021,January,Friday,Based on Radio Run,APP,POM,105,SGT,105,Y,NaN,P,PSB,1,ROBBERY,10,Y,NaN,N,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,NERVOUS,19,MALE,BLACK,5.11,160,THN,BRO,BLK,NA,105,B,NaN,219 ST && 139 AVE,219 ST,1052511,184460,PBQS,QUEENS
3,2021/1/1,10:10:00,2021,January,Friday,Based on C/W on Scene,APP,POM,106,SGT,106,N,NaN,P,PSB,1,OTHER,1,Y,NaN,N,Y,ASSAULT,N,NaN,Y,NaN,NaN,NaN,N,Y,NaN,NaN,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,INTOXICATED,NaN,MALE,ASIAN / PACIFIC ISLANDER,NaN,NaN,MED,NaN,NaN,YELLOW SWEATER,106,A,NaN,151 AVE && 84 ST,151 AVE,1025662,182632,PBQS,QUEENS
4,2021/1/1,20:17:00,2021,January,Friday,Based on C/W on Scene,APP,POM,83,LT,83,Y,O,NaN,NaN,1,ASSAULT,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,28,MALE,BLACK,6,180,MED,BRO,BLK,NaN,73,A,NaN,BROADWAY && MAC DOUGAL ST,BROADWAY,1010122,187312,PBBN,BROOKLYN
5,2021/1/1,19:59:00,2021,January,Friday,Based on Radio Run,APP,POM,26,SGT,26,Y,I,P,PSB,1,RAPE,30,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,NaN,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CONFUSED,19,MALE,BLACK,6.2,185,MED,BRO,BLK,UNKNOWN,26,C,4D,439 W 125 ST,W 125 ST,996623,235311,PBMN,MANHATTAN
6,2021/1/1,21:29:00,2021,January,Friday,Based on Radio Run,APP,POM,42,SGT,42,Y,O,NaN,NaN,0,ASSAULT,6,Y,NaN,N,Y,ASSAULT,N,NaN,Y,NaN,NaN,NaN,Y,Y,Y,Y,Y,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,DE,NERVOUS,32,MALE,WHITE HISPANIC,5.1,160,THN,BRO,BLK,NaN,42,B,NaN,1440 BOSTON RD,BOSTON RD,1013048,242983,PBBX,BRONX
7,2021/1/1,16:33:00,2021,January,Friday,Based on Self Initiated,APP,POM,76,SGT,76,Y,O,P,PSB,30,PETIT LARCENY,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,IRATE,32,MALE,BLACK,5.11,170,THN,BRO,BLK,NaN,76,A,NaN,HICKS STREET && KANE STREET,HICKS STREET,984160,188429,PBBS,BROOKLYN
8,2021/1/2,20:48:00,2021,January,Saturday,Based on Radio Run,APP,POM,42,LT,42,Y,O,P,PSB,1,CPW,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,Y,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,45,MALE,WHITE HISPANIC,5.1,170,MED,BRO,BLK,BLACK HAT BLACK JACKET GRAY SHIRT BLUE JEANS,42,B,NaN,1016 E 174 ST,E 174 ST,1016413,243830,PBBX,BRONX
9,2021/1/2,19:50:00,2021,January,Saturday,Based on Self Initiated,APP,POM,808,SGT,808,Y,I,H,Housing,1,CPW,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,NERVOUS,27,MALE,BLACK,5.9,160,THN,BRO,BLK,N/A,43,B,NaN,2140 SEWARD AVE,SEWARD AVE,1025585,238179,PBBX,BRONX
10,2021/1/2,22:34:00,2021,January,Saturday,Based on Self Initiated,APP,POM,76,SGT,76,Y,NaN,P,PSB,1,BURGLARY,4,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,BC,#N/A,57,MALE,WHITE HISPANIC,5.3,150,THN,BRO,BRO,NaN,76,A,NaN,147 COLUMBIA ST,COLUMBIA ST,983789,189522,PBBS,BROOKLYN
11,2021/1/2,22:12:00,2021,January,Saturday,Based on Radio Run,APP,POM,172,LT,172,Y,O,NaN,NaN,1,ASSAULT,2,Y,NaN,N,Y,ASSAULT,N,NaN,Y,NaN,NaN,NaN,N,Y,N,NaN,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,NaN,MALE,BLACK,5.11,260,HEA,BRO,BLK,NaN,101,C,NaN,BEACH 19 ST && SEAGIRT BLVD,BEACH 19 ST,1052790,156197,PBQS,QUEENS
12,2021/1/2,19:15:00,2021,January,Saturday,Based on Radio Run,APP,POM,103,SGT,103,Y,O,T,Transit,2,CPW,10,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,DE,CALM,45,MALE,BLACK,5.11,150,THN,BRO,BLK,NaN,103,A,NaN,159-18 JAMAICA AVE,JAMAICA AVE,1039796,195601,PBQS,QUEENS
13,2021/1/1,22:20:00,2021,January,Friday,Based on Radio Run,APP,POM,115,SGT,115,Y,I,P,PSB,1,CPW,1,Y,NaN,N,Y,CPW,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,Y,NaN,Y,NaN,NaN,Y,DE,CALM,17,MALE,WHITE HISPANIC,5.1,150,THN,BRO,BLK,NaN,115,D,NaN,95-10 37 AVE,37 AVE,1019779,212942,PBQN,QUEENS
14,2021/1/1,16:10:00,2021,January,Friday,Based on Radio Run,APP,POM,13,SGT,13,Y,O,NaN,NaN,2,GRAND LARCENY,5,N,SUBJECT WAS COOPERATIVE AND DID NOT ASK WHY HE WAS STOPPED,N,Y,GRAND LARCENY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,42,MALE,WHITE,6,160,THN,ZZZ,XXX,RED HOODIE GREEN COAT BROWN SHOES,13,A,NaN,PARK AVE S && E 22 ST,PARK AVE S,987894,208705,PBMS,MANHATTAN
15,2021/1/2,14:56:00,2021,January,Saturday,Based on Radio Run,APP,POM,52,SGT,52,N,O,NaN,NaN,1,BURGLARY,17,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,43,MALE,WHITE HISPANIC,5.9,200,MED,BLK,BLD,NaN,52,D,NaN,35 E 208 ST,E 208 ST,1016789,259922,PBBX,BRONX
16,2021/1/4,04:24:00,2021,January,Monday,Based on Radio Run,APP,POM,20,SGT,20,Y,O,NaN,NaN,1,CRIMINAL MISCHIEF,13,Y,NaN,N,Y,CRIMINAL MISCHIEF,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,APPARENTLY NORMAL,65,MALE,BLACK,6.5,180,THN,BRO,BLK,BLACK JACKET RED SWEATPANTS,20,B,NaN,AMSTERDAM AVE && W 72 ST,AMSTERDAM AVE,989340,222945,PBMN,MANHATTAN
17,2021/1/3,23:41:00,2021,January,Sunday,Based on C/W on Scene,APP,POM,32,SGT,32,Y,I,NaN,NaN,1,OTHER,3,Y,NaN,N,Y,OTHER,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,30,MALE,WHITE HISPANIC,5.4,250,HEA,BRO,BLK,NaN,32,D,15,216 BRADHURST AVE,BRADHURST AVE,1001043,240916,PBMN,MANHATTAN
18,2021/1/4,09:06:00,2021,January,Monday,Based on Radio Run,APP,POM,40,SGT,40,Y,O,P,PSB,1,CPW,2,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,20,MALE,BLACK,5.1,160,THN,BRO,XXX,NaN,40,D,NaN,600 TRINITY AVE,TRINITY AVE,1009254,235870,PBBX,BRONX
19,2021/1/4,09:09:00,2021,January,Monday,Based on Radio Run,APP,POM,40,SGT,40,Y,O,P,PSB,1,CPW,1,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,ANNOYED,20,MALE,BLACK,6,220,MED,BRO,XXX,NaN,40,D,NaN,600 TRINITY AVE,TRINITY AVE,1009254,235870,PBBX,BRONX
20,2021/1/4,15:30:00,2021,January,Monday,Based on Radio Run,APP,POM,103,LT,103,Y,O,P,PSB,4,CPW,8,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,DE,CALMN,50,MALE,BLACK,5.11,280,MED,BRO,BLK,N/A,103,A,NaN,HILLSIDE AVE && 171 ST,HILLSIDE AVE,1042188,198540,PBQS,QUEENS
21,2021/1/4,14:12:00,2021,January,Monday,Based on Radio Run,APP,POM,109,SGT,109,Y,O,P,PSB,1,BURGLARY,8,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,20,MALE,ASIAN / PACIFIC ISLANDER,5.9,165,THN,BRO,BLK,NaN,109,B,NaN,147-45 BEECH AVE,BEECH AVE,1035506,215755,PBQN,QUEENS
22,2021/1/3,22:40:00,2021,January,Sunday,Based on Radio Run,APP,POM,120,SGT,120,Y,O,NaN,NaN,1,GRAND LARCENY,5,Y,NaN,N,Y,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,Y,NaN,NaN,Y,DE,NERVOUS,45,MALE,BLACK,6,170,THN,BRO,BLK,N/A,120,C,NaN,187 LLEWELLYN PL,LLEWELLYN PL,948252,167138,PBSI,STATEN ISLAND
23,2021/1/1,14:28:00,2021,January,Friday,Based on C/W on Scene,APP,POM,88,SGT,88,Y,O,P,PSB,0,PETIT LARCENY,3,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,DE,CALM,NaN,MALE,BLACK,5.8,160,THN,BRO,BLK,BLACK JACKET,88,D,NaN,395 FLATBUSH AVENUE EXT,FLATBUSH AVENUE EXT,989583,190302,PBBN,BROOKLYN
24,2021/1/2,06:11:00,2021,January,Saturday,Based on Radio Run,APP,POM,42,SGT,42,Y,O,P,PSB,4,CPSP,12,Y,NaN,N,Y,CPSP,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,38,FEMALE,BLACK,5.9,200,MED,BRO,BLK,NaN,42,A,NaN,1700 CROTONA PARK E,CROTONA PARK E,1014911,244450,PBBX,BRONX
25,2021/1/5,00:19:00,2021,January,Tuesday,Based on Radio Run,APP,POF,46,SGT,46,Y,I,P,PSB,1,BURGLARY,6,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,INDIFFERENT,NaN,MALE,BLACK,5.9,200,MED,BRO,BLK,BLACK PUFFY COAT BLACK SWEAT PANTS WHITE SNEAKERS RED HEAD WRAP,46,D,NaN,2205 DAVIDSON AVE,DAVIDSON AVE,1010360,251778,PBBX,BRONX
26,2021/1/1,03:55:00,2021,January,Friday,Based on Radio Run,APP,POM,805,SGT,805,Y,O,P,PSB,1,CPW,2,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,30,MALE,WHITE HISPANIC,5.7,170,THN,BRO,BRO,TATTOO ON NECK BLACK PANTS,25,A,NaN,2285 1 AVE,1 AVE,1002290,229679,PBMN,MANHATTAN
27,2021/1/1,01:21:00,2021,January,Friday,Based on Radio Run,APP,POM,42,SGT,42,N,O,NaN,NaN,10,CPW,29,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,Y,Y,NaN,NaN,Y,DE,CALM,33,MALE,BLACK,6.4,215,MED,BRO,BLK,TATTOO ON NECK,42,C,NaN,875 MELROSE AVE,MELROSE AVE,1008084,239658,PBBX,BRONX
28,2021/1/3,08:46:00,2021,January,Sunday,Based on Radio Run,APP,DTS,801,SGT,801,Y,O,P,PSB,5,CPW,15,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,DE,CALM CONCERENED,35,MALE,BLACK,6.4,240,MED,BRO,BLK,NA,61,C,NaN,2324 BRAGG ST,BRAGG ST,1002134,156360,PBBS,BROOKLYN
29,2021/1/2,00:55:00,2021,January,Saturday,Based on Self Initiated,APP,POM,13,SGT,13,Y,O,NaN,NaN,1,RAPE,4,Y,NaN,N,Y,RAPE,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,NERVOUS,23,MALE,BLACK,5.1,190,MED,BRO,BLK,"WHITE SNEAKERS ORANGE CAMOFLAGE SWEATSUIT BLUE/YELLOW JACKET WITH ""KANI SPORT""",13,D,NaN,230 E 30 ST,E 30 ST,990090,209824,PBMS,MANHATTAN
30,2021/1/3,00:20:00,2021,January,Sunday,Based on Self Initiated,APP,DTS,805,SGT,805,Y,O,H,Housing,1,BURGLARY,2,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,21,MALE,BLACK,6,190,MED,BRO,BLK,BLUE AND BLACK CAMOUFLAGE NORTHFACE JACKET BLUE JEANS,23,D,NaN,E 115 ST && LEXINGTON AVE,E 115 ST,1000275,229995,PBMN,MANHATTAN
31,2021/1/5,21:09:00,2021,January,Tuesday,Based on Radio Run,APP,POM,28,SGT,28,Y,O,NaN,NaN,1,ROBBERY,4,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,NERVOUS AND COOPERATIVE,NaN,MALE,WHITE HISPANIC,NaN,NaN,MED,ZZZ,BLK,NaN,28,C,NaN,ADAM CLAYTON POWELL JR BLVD && W 127 ST,ADAM CLAYTON POWELL JR BLVD,998819,234487,PBMN,MANHATTAN
32,2021/1/4,07:17:00,2021,January,Monday,Based on C/W on Scene,APP,SGT,48,LT,48,Y,O,NaN,NaN,0,ROBBERY,10,N,CRIME IN PROGRESS,N,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,Y,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,DE,CALM,44,MALE,BLACK,6.1,240,HEA,BRO,BLD,UNK,48,D,NaN,890 E TREMONT AVE,E TREMONT AVE,1016097,246133,PBBX,BRONX
33,2021/1/2,18:48:00,2021,January,Saturday,Based on Radio Run,APP,POF,52,SGT,52,N,O,P,PSB,1,CPW,10,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,NERVOUS,25,MALE,WHITE HISPANIC,5.8,160,MED,BRO,BLK,NaN,52,B,NaN,E 194 ST && MARION AVE,E 194 ST,1014313,254123,PBBX,BRONX
34,2021/1/5,17:14:00,2021,January,Tuesday,Based on Radio Run,APP,POM,62,SGT,62,Y,NaN,NaN,NaN,1,ROBBERY,10,Y,NaN,N,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,UNCOOPERATIVE,26,MALE,ASIAN / PACIFIC ISLANDER,5.1,150,MED,BRO,BLK,BLUE BROWN NORTH FACE JACKET,62,C,NaN,CROPSEY AVE && 18 AVE,CROPSEY AVE,982179,158837,PBBS,BROOKLYN
35,2021/1/1,00:30:00,2021,January,Friday,Based on Self Initiated,APP,POM,75,LT,187,Y,O,H,Housing,1,CPW,1,Y,NaN,N,Y,CPW,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,CM,#N/A,28,MALE,BLACK,5.3,180,MED,BLK,BRO,NaN,73,C,NaN,341 DUMONT AVE,DUMONT AVE,1010086,181456,PBBN,BROOKLYN
36,2021/1/1,01:43:00,2021,January,Friday,Based on Self Initiated,APP,POM,75,LT,187,Y,NaN,NaN,NaN,1,CPW,1,Y,NaN,N,Y,CPW,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,Y,Y,NaN,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,FLED ON FOOT,22,MALE,BLACK,6,160,MED,BRO,BLK,N/A,73,D,NaN,ROCKAWAY AVE && LIVONIA AVE,ROCKAWAY AVE,1009519,180676,PBBN,BROOKLYN
37,2021/1/4,11:19:00,2021,January,Monday,Based on Radio Run,APP,POM,78,SGT,78,Y,O,NaN,NaN,1,PETIT LARCENY,10,Y,NaN,N,Y,PETIT LARCENY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,NaN,Y,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,AGITATED,29,MALE,WHITE,5.7,170,THN,GRN,RED,NaN,76,D,NaN,BAY ST && COURT ST,BAY ST,983912,183854,PBBS,BROOKLYN
