STOP_ID,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
3589,2021/5/24,19:10:00,2021,May,Monday,Based on Self Initiated,APP,POM,824,NaN,NaN,NaN,NaN,H,Housing,3,CPW,3,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,25,MALE,BLACK,NaN,9,THN,BRO,BLK,NaN,88,C,NaN,140 WASHINGTON WALK,WASHINGTON WALK,991232,192098,PBBN,BROOKLYN
3590,2021/6/26,20:45:00,2021,June,Saturday,Based on Self Initiated,APP,POM,103,NaN,NaN,NaN,O,P,PSB,2,CPW,7,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,TALKATIVE,17,MALE,WHITE HISPANIC,5.7,200,MED,BRO,BLK,UNK,103,C,NaN,145-22 94 AVE,94 AVE,1037534,193859,PBQS,QUEENS
3591,2021/6/25,09:33:00,2021,June,Friday,Based on Radio Run,APP,POM,28,NaN,NaN,NaN,NaN,P,PSB,1,PETIT LARCENY,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,NERVOUS,53,MALE,BLACK,5.1,185,MED,BRO,BLK,NaN,28,D,NaN,100 W 125 ST,W 125 ST,999126,233632,PBMN,MANHATTAN
3592,2021/6/27,00:00:00,2021,June,Sunday,Based on C/W on Scene,APP,POM,46,NaN,NaN,NaN,I,P,PSB,0,ROBBERY,2,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,IRRATE,NaN,MALE,BLACK,6,280,HEA,BRO,XXX,NaN,46,C,NaN,2055 GRAND CONC,GRAND CONC,1010946,249939,PBBX,BRONX
3593,2021/6/26,05:24:00,2021,June,Saturday,Based on Radio Run,APP,POM,28,NaN,NaN,NaN,O,P,PSB,1,BURGLARY,1,Y,NaN,N,Y,BURGLARY,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,CM,NaN,56,MALE,WHITE,5.8,160,THN,BRO,BRO,NaN,28,A,NaN,112 W 117 ST,W 117 ST,998116,231794,PBMN,MANHATTAN
3594,2021/6/27,08:45:00,2021,June,Sunday,Based on C/W on Scene,APP,POM,28,NaN,NaN,NaN,NaN,NaN,NaN,1,OTHER,6,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,22,FEMALE,BLACK,6.1,180,U,BRO,BLK,NaN,28,D,NaN,148 W 125 ST,W 125 ST,998723,233854,PBMN,MANHATTAN
3595,2021/6/22,16:09:00,2021,June,Tuesday,Based on Radio Run,APP,POM,43,NaN,NaN,NaN,I,H,Housing,1,CPW,10,Y,NaN,Y,Y,OTHER,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,N/A,14,MALE,BLACK HISPANIC,5.6,115,THN,BRO,BLK,NaN,43,B,NaN,2215 CINCINNATUS AVE,CINCINNATUS AVE,1026383,238250,PBBX,BRONX
3596,2021/6/2,21:25:00,2021,June,Wednesday,Based on C/W on Scene,APP,POF,9,NaN,NaN,NaN,O,P,PSB,0,ASSAULT,25,Y,NaN,N,Y,ASSAULT,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,Y,N,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,CM,NaN,58,MALE,BLACK,6.3,250,HEA,BRO,BLK,NaN,9,C,NaN,11 E 1 ST,E 1 ST,986534,203188,PBMS,MANHATTAN
3597,2021/6/26,13:55:00,2021,June,Saturday,Based on Radio Run,APP,POM,107,NaN,NaN,NaN,NaN,P,PSB,1,CPW,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,DE,UPSET,34,MALE,BLACK,5.8,160,MED,BRO,XXX,SCAR ON RIGHT ELBOW. WHITE SHIRT GREEN SHORTS & BLACK HAT.,107,D,NaN,77 AVE && PARSONS BLVD,77 AVE,1036804,203005,PBQS,QUEENS
3598,2021/6/28,02:07:00,2021,June,Monday,Based on Radio Run,APP,POF,106,NaN,NaN,NaN,NaN,NaN,NaN,1,ROBBERY,50,Y,NaN,N,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,Y,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,22,MALE,BLACK,5.9,150,THN,BRO,BLK,NaN,106,D,NaN,LINDEN BOULEVARD && I 678,LINDEN BOULEVARD,1037995,188100,PBQS,QUEENS
3599,2021/6/27,13:52:00,2021,June,Sunday,Based on C/W on Scene,APP,POM,866,NaN,NaN,NaN,O,T,Transit,2,ROBBERY,5,Y,NaN,N,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,NORMAL,30,MALE,BLACK,5.1,150,THN,BRO,BLK,FACIAL TATTOS BLACK COAT GREEN CAMOUFLAGE PANTS,114,D,NaN,36 AVE && 9 ST,36 AVE,1000537,216731,PBQN,QUEENS
3600,2021/6/20,00:52:00,2021,June,Sunday,Based on Radio Run,APP,SGT,6,NaN,NaN,NaN,I,P,PSB,1,BURGLARY,4,Y,NaN,N,Y,BURGLARY,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,Y,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,Y,NaN,Y,Y,NaN,NaN,Y,NaN,NaN,Y,DE,AGITATED EVASIVE AND NERVOUS,27,MALE,WHITE,5.11,160,THN,BLU,BRO,WHITE SWEATSHIRT,6,C,NaN,207 W 10 ST,W 10 ST,983119,206753,PBMS,MANHATTAN
3601,2021/6/27,12:38:00,2021,June,Sunday,Based on Radio Run,APP,POM,13,NaN,NaN,NaN,I,NaN,NaN,1,PETIT LARCENY,29,Y,NaN,N,Y,PETIT LARCENY,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,Y,NaN,DE,ANXIOUS,50,MALE,BLACK,6.3,200,U,BRO,BLD,WHITE SHIRT BLUE PANTS BLACK/ORANGE SNEAKERS BLUE BACKPACK CAMO FITTED CAP,13,C,NaN,707 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,986145,209866,PBMS,MANHATTAN
3602,2021/6/1,18:25:00,2021,June,Tuesday,Based on C/W on Scene,APP,POM,161,NaN,NaN,NaN,NaN,P,PSB,0,PETIT LARCENY,20,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,DE,COOPERATIVE,56,MALE,WHITE,5.4,NaN,MED,BRO,BLD,NaN,14,E,NaN,1528 BROADWAY,BROADWAY,988287,215334,PBMS,MANHATTAN
3603,2021/6/27,13:01:00,2021,June,Sunday,Based on Radio Run,APP,POF,88,NaN,NaN,NaN,O,P,PSB,1,CRIMINAL MISCHIEF,10,Y,NaN,N,Y,CRIMINAL MISCHIEF,N,NaN,Y,NaN,NaN,NaN,Y,Y,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,DE,COOPERATIVE BUT AGITATED,39,MALE,WHITE,5.11,195,MED,HAZ,XXX,TATTOOS ON BOTH ARMS,78,C,NaN,2 HANSON PL,HANSON PL,990573,188857,PBBS,BROOKLYN
3604,2021/6/23,22:43:00,2021,June,Wednesday,Based on C/W on Scene,APP,DT3,611,NaN,NaN,NaN,I,P,PSB,1,OTHER,49,Y,NaN,N,Y,OTHER,N,NaN,N,NaN,S,V,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,DE,INTOXICATED,32,MALE,BLACK,5.7,150,MED,BRO,BLK,NaN,107,A,1FL,160-01 77 AVE,77 AVE,1037457,203145,PBQS,QUEENS
3605,2021/6/27,18:03:00,2021,June,Sunday,Based on Radio Run,APP,POM,112,NaN,NaN,NaN,O,P,PSB,2,PETIT LARCENY,10,Y,NaN,N,Y,PETIT LARCENY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,CALM,17,MALE,BLACK,6.4,240,U,BRO,BLK,NONE,112,D,NaN,QUEENS BLVD && 67 AVE,QUEENS BLVD,1024787,204165,PBQN,QUEENS
3606,2021/6/18,19:11:00,2021,June,Friday,Based on C/W on Scene,APP,POM,19,NaN,NaN,NaN,NaN,P,PSB,1,CPW,1,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,NERVOUS,15,MALE,BLACK,6,150,THN,BLK,BLK,NONE,25,B,NaN,2 AVE && E 119 ST,2 AVE,1001870,230357,PBMN,MANHATTAN
3607,2021/6/22,01:30:00,2021,June,Tuesday,Based on C/W on Scene,APP,POM,49,NaN,NaN,NaN,NaN,NaN,NaN,2,ROBBERY,3,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,NaN,MALE,BLACK,5.5,150,THN,BRO,BLK,NONE,43,E,NaN,1332 METROPOLITAN AVE,METROPOLITAN AVE,1022789,243236,PBBX,BRONX
3608,2021/6/25,00:35:00,2021,June,Friday,Based on Self Initiated,APP,POM,52,NaN,NaN,NaN,O,NaN,NaN,1,CPW,1,Y,NaN,N,Y,CPW,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CM,NaN,19,MALE,BLACK,5.1,165,THN,BRO,BRO,NaN,52,A,NaN,160 W KINGSBRIDGE RD,W KINGSBRIDGE RD,1010684,256287,PBBX,BRONX
3609,2021/6/24,23:21:00,2021,June,Thursday,Based on Self Initiated,APP,POM,75,NaN,NaN,NaN,O,NaN,NaN,1,CPW,1,Y,NaN,N,Y,CPW,N,NaN,Y,NaN,NaN,NaN,N,Y,N,N,N,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,CM,NaN,25,MALE,BLACK,5.6,150,MED,BRO,BLK,NaN,73,C,NaN,DUMONT AVE && JUNIUS ST,DUMONT AVE,1011483,181643,PBBN,BROOKLYN
3610,2021/6/21,23:00:00,2021,June,Monday,Based on Self Initiated,APP,POM,75,NaN,NaN,NaN,NaN,NaN,NaN,1,CPW,2,Y,NaN,N,N,NaN,Y,DISORDERLY CONDUCT,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,CM,NaN,28,MALE,BLACK,6,175,MED,BRO,BLK,NaN,75,B,NaN,CLEVELAND ST && BLAKE AVE,CLEVELAND ST,1016658,183238,PBBN,BROOKLYN
3611,2021/5/24,22:05:00,2021,May,Monday,Based on Self Initiated,APP,POM,75,NaN,NaN,NaN,NaN,NaN,NaN,1,CPW,5,Y,NaN,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,ANGRY,NaN,MALE,BLACK,NaN,NaN,MED,BRO,BLK,NaN,77,C,NaN,KINGSTON AVE && ST MARKS AVE,KINGSTON AVE,1000423,185111,PBBN,BROOKLYN
3612,2021/6/27,00:42:00,2021,June,Sunday,Based on Self Initiated,APP,POM,75,NaN,NaN,NaN,NaN,P,PSB,2,CPW,4,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,CALM,NaN,MALE,BLACK,NaN,NaN,NaN,NaN,NaN,NaN,77,A,NaN,FRANKLIN AVE && EASTERN PKWY,FRANKLIN AVE,995908,183618,PBBN,BROOKLYN
3613,2021/6/19,01:27:00,2021,June,Saturday,Based on Self Initiated,APP,POM,75,NaN,NaN,NaN,NaN,NaN,NaN,1,CPW,1,Y,NaN,N,Y,CPW,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,NaN,N,Y,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,DE,COMBATIVE,14,MALE,BLACK,5.2,100,THN,BRO,BLK,NaN,79,A,NaN,FULTON ST && MARCY AVE,FULTON ST,999151,187101,PBBN,BROOKLYN
3614,2021/6/28,23:51:00,2021,June,Monday,Based on Self Initiated,APP,POM,79,NaN,NaN,NaN,O,NaN,NaN,1,CPW,1,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CM,NaN,NaN,MALE,BLACK,NaN,NaN,THN,BRO,BLK,NaN,79,A,NaN,395 HERKIMER ST,HERKIMER ST,1000827,186763,PBBN,BROOKLYN
3615,2021/6/28,23:09:00,2021,June,Monday,Based on Self Initiated,APP,POM,79,NaN,NaN,NaN,NaN,NaN,NaN,0,CPW,1,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CM,NaN,NaN,MALE,BLACK,NaN,NaN,THN,BRO,BLK,NaN,81,D,NaN,HOWARD AVE && BAINBRIDGE ST,HOWARD AVE,1006475,187850,PBBN,BROOKLYN
3616,2021/6/28,20:22:00,2021,June,Monday,Based on Self Initiated,APP,POM,878,NaN,NaN,NaN,O,P,PSB,2,CRIMINAL TRESPASS,12,Y,NaN,N,N,NaN,N,NaN,N,NaN,S,V,Y,N,Y,Y,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,DE,NERVOUS,29,MALE,WHITE,5.11,165,THN,BRO,BLK,NaN,90,D,NaN,STEWART AVE && JOHNSON AVE,STEWART AVE,1004788,197654,PBBN,BROOKLYN
3617,2021/6/27,06:21:00,2021,June,Sunday,Based on Radio Run,APP,POM,104,NaN,NaN,NaN,O,P,PSB,1,ROBBERY,10,Y,NaN,Y,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,INTOXICATED,22,MALE,WHITE HISPANIC,5.6,140,THN,BRO,BLK,MULTI-COLORED SHIRT BLUE JEANS,104,B,NaN,1812 GROVE ST,GROVE ST,1009338,195906,PBQN,QUEENS
3618,2021/6/27,06:21:00,2021,June,Sunday,Based on Radio Run,APP,POM,104,NaN,NaN,NaN,O,P,PSB,1,ROBBERY,10,Y,NaN,Y,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,Y,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,Y,NaN,NaN,NaN,DE,INTOXICATED,21,MALE,WHITE HISPANIC,5.3,130,MED,BRO,BLK,BLACK HAT WHITE TANK TOP BLUE JEANS,104,B,NaN,1812 GROVE ST,GROVE ST,1009338,195906,PBQN,QUEENS
3619,2021/6/25,00:09:00,2021,June,Friday,Based on Self Initiated,APP,SGT,106,NaN,NaN,NaN,NaN,P,PSB,40,CPW,5,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,Y,Y,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,DE,CALM,19,MALE,BLACK,5.9,160,MED,BRO,BLK,TAN SWEATSHIRT,106,D,NaN,ROCKAWAY BLVD && 134 ST,ROCKAWAY BLVD,1038541,185116,PBQS,QUEENS
3620,2021/6/25,10:28:00,2021,June,Friday,Based on Radio Run,APP,POM,1,NaN,NaN,NaN,O,NaN,NaN,1,ROBBERY,1,Y,NaN,N,Y,ROBBERY,N,NaN,Y,NaN,NaN,NaN,N,Y,N,NaN,N,NaN,NaN,NaN,N,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,Y,NaN,NaN,DE,UPSET,37,FEMALE,BLACK,5.9,230,HEA,BRO,BLK,WHITE PANTS PINK SHIRT BLACK PURSE.,1,B,NaN,26 BROADWAY,BROADWAY,980603,196366,PBMS,MANHATTAN
3621,2021/6/28,21:41:00,2021,June,Monday,Based on Radio Run,APP,POF,7,NaN,NaN,NaN,NaN,P,PSB,1,ASSAULT,4,N,SUPERVISOR ON SCENE EXPLAINED,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,AGITATED,15,MALE,BLACK,5.3,100,THN,BRO,BLK,NaN,7,A,NaN,RUTGERS SLIP && CHERRY ST,RUTGERS SLIP,987040,198390,PBMS,MANHATTAN
3622,2021/6/28,00:00:00,2021,June,Monday,Based on Radio Run,APP,POM,7,NaN,NaN,NaN,O,P,PSB,1,ASSAULT,4,N,SUPERVISOR ON SCENE EXPLAINED REASON FOR STOP.,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,CM,NaN,15,FEMALE,BLACK,5.4,NaN,MED,ZZZ,BLN,NaN,7,A,NaN,80 RUTGERS SLIP,RUTGERS SLIP,987006,198230,PBMS,MANHATTAN
3623,2021/6/28,21:40:00,2021,June,Monday,Based on Radio Run,APP,POM,7,NaN,NaN,NaN,NaN,P,PSB,1,ASSAULT,4,N,SUPERVISOR EXPLAINED,Y,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,N,N,NaN,NaN,NaN,N,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,CM,NaN,15,FEMALE,BLACK,5.4,NaN,THN,NaN,BLK,NaN,7,A,NaN,80 RUTGERS SLIP,RUTGERS SLIP,987006,198230,PBMS,MANHATTAN
3624,2021/6/28,03:32:00,2021,June,Monday,Based on C/W on Scene,APP,POM,1,NaN,NaN,NaN,NaN,P,PSB,10,MENACING,2,Y,NaN,N,N,NaN,N,NaN,Y,NaN,NaN,NaN,N,N,N,NaN,N,NaN,NaN,NaN,N,NaN,Y,NaN,NaN,NaN,NaN,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Y,Y,NaN,NaN,NaN,NaN,NaN,NaN,DE,COOPERATIVE,36,MALE,BLACK,5.9,200,MED,BRO,BLK,DRIVING BMW POINTED OUT BY VICTIM.,18,E,NaN,WEST STREET && WEST 55 STREET,WEST STREET,988353,217918,PBMS,MANHATTAN
